Date,Total_Revenue,Revenue_by_Product,Revenue_by_Service,Revenue_by_Region,Total_Expenses,Operational_Expenses,Salaries,Marketing_Expenses,RD_Expenses,Miscellaneous_Expenses,Gross_Profit,Net_Profit,Profit_Margin_Percentage,Cash_Inflows,Cash_Outflows,Net_Cash_Flow,Cash_Flow_from_Operating_Activities
2023-08-02,796875,Product A,Service C,Oceania,486366,93737,46385,15145,33039,1536,607033,607033,0,25090,209726,-184636,527487
2023-11-21,357534,Product B,Service B,North America,377586,109853,9676,48197,33806,2983,153019,153019,0,50439,732635,-682196,561273
2024-02-13,426907,Product A,Service A,Asia,54152,141911,87965,33585,32874,4914,125658,125658,0,277409,188796,88613,438076
2024-01-26,432819,Product B,Service C,Asia,318457,76285,21745,32234,7642,2240,292673,292673,0,284263,866395,-582132,996699
2023-11-13,79064,Product B,Service A,North America,80746,25327,86541,9994,4429,3943,-51170,-51170,-100,581308,107512,473796,845277
2023-09-06,701961,Product B,Service B,Europe,408450,16008,56449,21622,30934,2541,574407,574407,0,379995,62566,317429,99712
2023-12-14,870300,Product C,Service C,Oceania,473194,131181,42555,26458,39506,1736,628864,628864,0,784825,733650,51175,32646
2024-01-28,617396,Product B,Service B,Oceania,318073,11620,41452,14414,45968,2837,501105,501105,0,643763,38002,605761,719984
2023-06-20,809902,Product A,Service A,Asia,428136,23442,9839,18309,19773,4175,734364,734364,0,571729,142551,429178,351707
2023-11-29,786227,Product C,Service B,Africa,339384,86408,79068,8098,32192,1113,579348,579348,0,460357,399625,60732,559519
2024-03-01,191300,Product C,Service B,North America,50826,162365,68414,11889,1719,3229,-56316,-56316,-100,104101,530509,-426408,417699
2023-08-01,835826,Product A,Service C,Asia,89895,22174,59687,10008,19418,4159,720380,720380,0,799788,584943,214845,287482
2023-11-12,542435,Product A,Service C,Africa,63857,130501,97491,16813,39488,834,257308,257308,0,711496,721095,-9599,745127
2023-10-04,51939,Product B,Service C,Asia,363853,52036,79596,4868,10114,4493,-99168,-99168,-200,760305,248616,511689,941637
2023-12-06,940314,Product C,Service C,North America,338178,81749,69498,23044,31749,1230,733044,733044,0,45096,512232,-467136,825469
2023-12-02,901565,Product B,Service A,Oceania,187930,60655,50087,46570,9948,646,733659,733659,0,583197,775547,-192350,256549
2023-10-30,40622,Product A,Service C,Africa,183961,91217,65455,8932,26567,2566,-154115,-154115,-400,876602,610272,266330,916533
2024-03-15,771727,Product C,Service B,Oceania,483956,197330,61478,20079,5385,3577,483878,483878,0,494371,294893,199478,72310
2023-07-10,844464,Product C,Service C,Africa,194635,61031,77643,25570,39185,2895,638140,638140,0,366621,381827,-15206,165796
2024-01-23,866577,Product C,Service A,North America,373782,171240,33902,3931,31369,2320,623815,623815,0,599747,521613,78134,869718
2024-04-14,230232,Product C,Service A,Africa,386644,105510,46417,5202,1496,342,71265,71265,0,947442,498006,449436,705165
2024-02-17,797526,Product B,Service B,South America,201623,18931,60865,37390,19541,2666,658133,658133,0,265848,93672,172176,478314
2023-10-11,16859,Product A,Service C,Asia,21728,108181,72164,49492,13570,4908,-231456,-231456,-1400,861495,202863,658632,537748
2023-12-15,746514,Product B,Service C,Europe,29297,121497,58855,39503,47608,2052,476999,476999,0,732371,29541,702830,537642
2023-10-01,498745,Product B,Service A,South America,88672,74669,42239,25619,33981,3016,319221,319221,0,660010,306125,353885,422006
2024-03-21,752266,Product C,Service B,North America,49366,20563,50029,9727,18571,1542,651834,651834,0,153217,29459,123758,898732
2024-04-04,64888,Product B,Service B,Oceania,436712,36710,30864,10968,15365,2699,-31718,-31718,-100,397981,600137,-202156,546695
2023-07-29,717354,Product B,Service C,North America,374770,37090,79686,14447,37589,1444,547098,547098,0,793042,657110,135932,239107
2024-03-18,658727,Product A,Service A,Europe,342070,80503,42914,30054,20777,2881,481598,481598,0,819160,170908,648252,451432
2024-01-14,609791,Product C,Service A,Africa,294548,102268,88095,36323,24391,434,358280,358280,0,532096,864988,-332892,428795
2023-06-04,349051,Product C,Service B,Asia,139804,134107,99872,24255,16241,1495,73081,73081,0,461403,670634,-209231,690574
2024-01-23,513436,Product A,Service B,South America,349053,156180,58208,45852,17208,4848,231140,231140,0,192616,572630,-380014,947080
2023-08-22,375001,Product C,Service B,Oceania,389653,65081,61674,13428,15885,1565,217368,217368,0,127564,762167,-634603,207463
2024-03-24,39113,Product C,Service A,South America,88110,64611,64764,34406,47885,524,-173077,-173077,-500,515141,582306,-67165,780851
2024-01-13,866077,Product C,Service A,Africa,140863,153562,42188,5678,19408,1845,643396,643396,0,452174,267728,184446,283265
2023-07-24,339796,Product B,Service A,North America,223996,169401,86610,11161,3213,729,68682,68682,0,395213,271978,123235,304847
2023-12-25,394812,Product B,Service A,North America,431620,126780,24799,43379,20303,4632,174919,174919,0,690568,251042,439526,580177
2023-12-04,187559,Product A,Service A,Africa,399303,87585,2794,6321,11914,4518,74427,74427,0,917290,436959,480331,196452
2023-07-13,748693,Product C,Service B,Africa,272748,99184,80068,25179,32617,2771,508874,508874,0,178494,688447,-509953,919647
2023-10-06,836785,Product B,Service A,South America,103553,195328,17710,38283,27910,1929,555625,555625,0,804167,730372,73795,473011
2023-12-14,716974,Product B,Service C,North America,441036,199595,66682,30524,16609,2583,400981,400981,0,649319,295659,353660,200807
2024-01-06,138927,Product A,Service B,Oceania,185470,111280,67232,2340,33042,4622,-79589,-79589,-100,253637,776892,-523255,135207
2023-12-18,913527,Product A,Service A,Asia,380702,33192,54904,26299,7146,1543,790443,790443,0,317307,306833,10474,211835
2024-05-18,692253,Product C,Service C,Africa,184357,109574,96175,13297,27335,4408,441464,441464,0,815164,137724,677440,83262
2023-05-29,152138,Product C,Service A,North America,43437,132894,94472,25359,1205,1758,-103550,-103550,-100,996207,265446,730761,456955
2024-01-06,639050,Product C,Service C,Oceania,472794,196158,28388,26929,47460,609,339506,339506,0,897748,273393,624355,590728
2024-02-15,21465,Product A,Service B,Oceania,250562,93515,94531,4997,38216,1694,-211488,-211488,-1000,420255,572362,-152107,654064
2023-09-11,550912,Product C,Service B,North America,224791,141041,83811,14022,19266,610,292162,292162,0,901725,336317,565408,98063
2023-08-18,147851,Product A,Service B,South America,214350,155347,10982,30389,27073,4270,-80210,-80210,-100,959030,370312,588718,17946
2023-06-26,13583,Product B,Service A,Asia,140179,164586,55599,47251,5705,1746,-261304,-261304,-2000,15338,70842,-55504,58439
2024-03-07,549729,Product A,Service B,North America,142746,31058,82536,29859,14902,2460,388914,388914,0,239979,865531,-625552,534259
2023-08-01,931308,Product C,Service A,South America,195061,187327,20695,34239,1644,2664,684739,684739,0,198733,294068,-95335,88537
2023-06-01,472176,Product B,Service A,South America,296395,197758,7457,28974,6722,443,230822,230822,0,680836,487650,193186,671273
2024-04-10,893989,Product B,Service B,Asia,184117,138316,79738,21201,41191,2741,610802,610802,0,336801,430862,-94061,361058
2023-09-20,934473,Product C,Service A,Oceania,152267,39968,3337,6083,21687,1257,862141,862141,0,404280,208610,195670,771044
2023-09-05,242168,Product B,Service C,Africa,262556,36761,37327,4204,31818,709,131349,131349,0,559595,479608,79987,155521
2023-07-28,34985,Product B,Service C,Africa,263636,94671,61034,8462,4953,3628,-137763,-137763,-400,360547,360400,147,45427
2023-10-31,433644,Product A,Service A,Europe,259611,68771,36415,13344,32785,1072,281257,281257,0,945120,451765,493355,813301
2023-07-10,98737,Product B,Service A,Oceania,65485,57332,94232,29978,17266,2499,-102570,-102570,-200,152608,389303,-236695,448422
2024-05-03,822395,Product B,Service A,Africa,457420,42185,75605,46717,22913,199,634776,634776,0,545950,410061,135889,312075
2023-08-04,409226,Product C,Service B,Asia,289548,196831,2300,7330,14049,2853,185863,185863,0,546111,16559,529552,568393
2024-04-21,389317,Product C,Service C,Oceania,74755,55960,18378,34465,39731,3686,237097,237097,0,483080,868150,-385070,461917
2024-04-22,998215,Product B,Service C,Africa,430161,158955,54707,30568,34907,3185,715893,715893,0,236937,756747,-519810,274444
2023-07-21,287168,Product C,Service C,Africa,393128,105420,97083,19900,29982,989,33794,33794,0,970859,582171,388688,327346
2023-06-20,816486,Product A,Service A,South America,50810,151722,33720,43597,32992,3397,551058,551058,0,89350,687329,-597979,846670
2023-11-20,427761,Product C,Service B,North America,375714,101597,40285,23071,24694,1832,236282,236282,0,800951,732965,67986,586611
2024-02-14,871313,Product A,Service A,South America,301626,84153,5933,4706,46643,3111,726767,726767,0,548842,584864,-36022,587495
2023-08-22,12116,Product A,Service A,Oceania,60576,158144,84389,31938,17301,4121,-283777,-283777,-2400,398123,535624,-137501,543468
2023-07-27,835061,Product A,Service B,Africa,20695,165851,13929,7644,1909,2090,643638,643638,0,539539,41737,497802,806296
2024-02-06,824272,Product B,Service C,Asia,466537,143568,39698,33239,30860,3899,573008,573008,0,495960,809734,-313774,237970
2023-07-07,565345,Product C,Service B,Oceania,96017,56333,92869,42998,21845,1617,349683,349683,0,493249,772215,-278966,50311
2024-03-01,898145,Product A,Service C,North America,334076,111483,86507,24086,43476,952,631641,631641,0,314853,142934,171919,509929
2023-10-15,383465,Product C,Service A,South America,231724,34968,89967,35258,12928,4388,205956,205956,0,537079,104067,433012,654454
2024-04-03,689172,Product B,Service C,Africa,121346,74751,75711,37973,40564,997,459176,459176,0,598085,815277,-217192,696223
2024-05-10,753748,Product B,Service B,South America,269387,48990,42290,37774,37828,648,586218,586218,0,893626,192764,700862,12555
2024-04-30,251102,Product B,Service A,North America,481742,68812,13671,11288,12043,1386,143902,143902,0,205939,40974,164965,739993
2024-02-15,751735,Product B,Service C,Africa,477500,48819,91106,39412,46159,803,525436,525436,0,769847,829854,-60007,970098
2023-09-25,511503,Product C,Service B,North America,408046,55768,70144,39047,4184,3668,338692,338692,0,131123,194641,-63518,394318
2024-05-10,994799,Product A,Service C,South America,154892,66324,50451,18865,6766,744,851649,851649,0,981761,450064,531697,11118
2024-01-14,873553,Product B,Service A,Europe,58369,9848,99724,14390,32743,2842,714006,714006,0,284319,838893,-554574,710915
2023-11-18,363731,Product C,Service B,Asia,281056,92660,64848,33648,23997,2971,145607,145607,0,285768,67030,218738,525287
2023-11-01,255627,Product B,Service B,Oceania,425630,46071,7650,24473,32799,1022,143612,143612,0,557759,758726,-200967,631515
2024-01-29,581867,Product C,Service B,Asia,325577,8459,21948,48129,48133,375,454823,454823,0,586237,807124,-220887,681030
2024-03-26,820120,Product B,Service C,South America,224869,84399,11875,46454,4702,3592,669098,669098,0,59928,879796,-819868,340670
2024-03-31,447336,Product B,Service B,Asia,142151,35979,42920,30591,45268,309,292269,292269,0,159001,212837,-53836,722135
2023-11-11,762174,Product C,Service A,South America,80946,99538,98948,1291,34043,2962,525392,525392,0,260163,514815,-254652,450243
2023-12-19,157625,Product C,Service A,Asia,353032,134546,33195,11486,43615,2390,-67607,-67607,-100,65650,9292,56358,31418
2024-03-04,855193,Product A,Service A,South America,213028,122943,64991,33689,18199,2371,613000,613000,0,410322,874106,-463784,912694
2023-11-27,907423,Product C,Service B,South America,206572,132218,66898,43484,11070,4661,649092,649092,0,810456,171759,638697,224057
2023-12-24,276608,Product B,Service B,Asia,146486,117464,47724,22108,21918,1297,66097,66097,0,227527,205673,21854,268658
2023-10-27,799092,Product C,Service A,Oceania,409356,46064,71165,37824,41373,3501,599165,599165,0,886557,150621,735936,694823
